customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-04647,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),39.57,765.96,No
CUST-04648,Male,0,Yes,No,17,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,108.78,1717.6,Yes
CUST-04649,Male,1,Yes,Yes,38,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,42.29,1563.0,No
CUST-04650,Female,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),51.65,1892.35,Yes
CUST-04651,Male,0,Yes,No,68,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Mailed check,30.87,1980.51,No
CUST-04652,Female,0,No,Yes,55,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),36.01,2161.77,No
CUST-04653,Female,0,No,No,25,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,89.07,2320.45,No
CUST-04654,Male,0,No,Yes,25,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,33.01,787.89,Yes
CUST-04655,Female,0,Yes,No,38,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),117.49,4192.96,No
CUST-04656,Male,0,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,113.04,618.11,Yes
CUST-04657,Male,0,Yes,No,72,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,25.13,1836.6,No
CUST-04658,Female,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),97.58,2715.64,No
CUST-04659,Male,0,No,Yes,61,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),56.25,3650.88,Yes
CUST-04660,Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,99.37,6482.88,No
CUST-04661,Male,0,Yes,No,31,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,24.91,752.33,No
CUST-04662,Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),80.99,393.69,No
CUST-04663,Male,0,No,No,30,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),90.32,2646.88,No
CUST-04664,Male,0,No,Yes,32,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),103.34,3564.25,No
CUST-04665,Male,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),107.56,5640.37,No
CUST-04666,Female,0,No,No,3,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),19.36,54.95,No
CUST-04667,Female,1,No,No,23,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,93.34,2230.54,Yes
CUST-04668,Female,0,Yes,Yes,62,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,32.97,2187.35,Yes
CUST-04669,Female,1,Yes,No,71,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),72.0,4625.3,No
CUST-04670,Female,0,Yes,No,9,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Electronic check,55.56,490.89,No
CUST-04671,Female,0,No,Yes,56,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),40.77,2393.09,Yes
CUST-04672,Male,0,Yes,Yes,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.71,311.8,Yes
CUST-04673,Male,0,No,Yes,53,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),44.47,2420.37,Yes
CUST-04674,Female,1,No,Yes,12,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),41.05,465.97,No
CUST-04675,Female,0,No,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,83.7,5146.27,No
CUST-04676,Male,0,Yes,Yes,40,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),53.01,1933.38,No
CUST-04677,Male,0,Yes,No,19,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,108.1,2078.51,No
CUST-04678,Male,1,Yes,No,12,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),72.55,863.98,Yes
CUST-04679,Female,0,Yes,No,10,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),70.34,678.05,Yes
CUST-04680,Female,0,No,Yes,38,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,111.13,4447.41,No
CUST-04681,Female,0,Yes,No,59,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,106.47,6136.49,No
CUST-04682,Male,0,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),21.12,989.88,No
CUST-04683,Male,0,Yes,No,53,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,79.43,4280.8,No
CUST-04684,Female,1,Yes,No,47,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,79.26,3955.45,No
CUST-04685,Female,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,111.15,7568.04,No
CUST-04686,Male,0,No,Yes,45,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),89.94,4169.9,No
CUST-04687,Male,0,No,No,9,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),63.23,553.58,No
CUST-04688,Male,0,Yes,Yes,48,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),23.68,1154.02,No
CUST-04689,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Mailed check,26.87,389.56,No
CUST-04690,Female,1,No,No,72,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,65.1,4680.35,Yes
CUST-04691,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),117.09,2100.88,Yes
CUST-04692,Male,1,Yes,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,117.88,1386.98,Yes
CUST-04693,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),66.23,708.19,No
CUST-04694,Female,0,No,No,36,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),107.09,4080.37,No
CUST-04695,Female,0,No,Yes,5,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,39.61,203.3,Yes
CUST-04696,Male,0,Yes,No,66,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),49.75,3363.05,No
CUST-04697,Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,56.63,664.87,No
CUST-04698,Male,0,No,No,13,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,88.5,1110.63,Yes
CUST-04699,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,101.09,210.22,No
CUST-04700,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,57.65,620.49,Yes
CUST-04701,Female,1,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,65.08,1270.8,Yes
CUST-04702,Male,0,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),25.73,457.15,Yes
CUST-04703,Female,1,No,No,12,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,46.23,505.71,Yes
CUST-04704,Male,0,No,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),99.13,189.71,Yes
CUST-04705,Male,0,No,No,13,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),22.42,273.6,Yes
CUST-04706,Male,0,Yes,No,47,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,No,Mailed check,94.15,4215.99,No
CUST-04707,Female,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),69.24,1452.68,No
CUST-04708,Male,0,No,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),45.45,598.58,Yes
CUST-04709,Female,0,No,Yes,14,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Mailed check,65.26,880.63,No
CUST-04710,Female,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),63.57,2003.27,No
CUST-04711,Male,0,No,No,14,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),116.3,1578.68,No
CUST-04712,Male,0,No,No,35,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),88.93,2951.11,No
CUST-04713,Female,0,No,No,71,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,59.75,4544.36,Yes
CUST-04714,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),112.13,240.42,Yes
CUST-04715,Female,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),110.64,912.75,No
CUST-04716,Male,0,Yes,No,8,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.64,529.22,Yes
CUST-04717,Female,0,No,Yes,22,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,112.58,2334.98,Yes
CUST-04718,Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),80.01,157.23,Yes
CUST-04719,Female,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,91.44,2312.88,No
CUST-04720,Female,0,No,No,63,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),65.12,4377.05,No
CUST-04721,Male,0,No,Yes,1,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,80.99,85.87,No
CUST-04722,Male,0,No,No,17,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,57.76,928.6,Yes
CUST-04723,Female,0,Yes,No,45,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),33.92,1445.5,No
CUST-04724,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),53.98,345.68,Yes
CUST-04725,Male,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,57.73,209.42,No
CUST-04726,Male,0,Yes,Yes,35,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,96.12,3124.22,No
CUST-04727,Male,0,Yes,No,1,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),58.61,63.38,No
CUST-04728,Male,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,65.82,3158.02,Yes
CUST-04729,Male,0,Yes,No,3,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),94.66,290.89,Yes
CUST-04730,Male,0,No,No,27,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,72.07,1856.24,Yes
CUST-04731,Female,0,Yes,No,44,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),52.85,2416.21,No
CUST-04732,Male,0,No,No,11,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,18.99,211.61,No
CUST-04733,Male,0,Yes,No,5,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,93.27,421.13,No
CUST-04734,Female,1,Yes,No,8,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,110.85,855.18,Yes
CUST-04735,Male,1,No,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.8,975.61,No
CUST-04736,Male,0,No,No,41,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),85.28,3799.13,No
CUST-04737,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,69.81,569.38,No
CUST-04738,Male,0,No,No,42,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,101.65,4440.03,Yes
CUST-04739,Male,0,No,No,41,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),35.06,1337.65,No
CUST-04740,Female,0,No,No,72,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,53.72,3597.24,No
CUST-04741,Male,1,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.7,483.27,No
CUST-04742,Female,0,No,No,56,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),45.51,2746.05,No
CUST-04743,Female,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,66.47,1599.7,No
CUST-04744,Male,0,No,Yes,59,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,110.54,6674.12,No
CUST-04745,Female,0,Yes,No,4,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,39.2,171.79,No
CUST-04746,Male,1,Yes,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,87.6,763.5,Yes
CUST-04747,Female,1,No,Yes,54,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),89.33,5263.38,Yes
CUST-04748,Female,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.32,1541.06,No
CUST-04749,Male,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,116.27,1483.17,No
CUST-04750,Male,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,35.45,1196.29,No
CUST-04751,Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.92,457.4,Yes
CUST-04752,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),115.49,108.63,No
CUST-04753,Male,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,56.06,117.73,Yes
CUST-04754,Female,0,No,No,3,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),47.13,147.4,No
CUST-04755,Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,47.57,1637.57,No
CUST-04756,Female,0,Yes,No,12,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,19.71,250.12,Yes
CUST-04757,Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),85.75,560.13,No
CUST-04758,Female,1,Yes,Yes,65,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),94.75,5718.95,No
CUST-04759,Female,1,Yes,No,6,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),62.91,365.89,Yes
CUST-04760,Female,1,Yes,Yes,38,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,39.79,1578.35,No
CUST-04761,Male,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,63.58,3862.54,Yes
CUST-04762,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,112.91,735.68,Yes
CUST-04763,Female,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,34.48,347.7,Yes
CUST-04764,Female,0,No,Yes,30,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),25.02,711.46,No
CUST-04765,Male,0,Yes,No,26,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,54.16,1540.19,No
CUST-04766,Male,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),109.34,2824.4,No
CUST-04767,Male,0,No,Yes,29,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),55.5,1761.75,No
CUST-04768,Male,1,Yes,No,66,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),90.95,5593.55,No
CUST-04769,Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),22.04,61.17,Yes
CUST-04770,Male,0,No,No,45,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,52.28,2255.9,No
CUST-04771,Female,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),77.11,773.21,Yes
CUST-04772,Female,0,Yes,No,18,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,No,Electronic check,70.27,1344.49,No
CUST-04773,Female,1,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,73.81,324.75,No
CUST-04774,Male,0,No,Yes,22,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,60.78,1327.16,No
CUST-04775,Male,1,No,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,80.01,4243.16,No
CUST-04776,Female,0,Yes,No,5,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,101.31,548.14,Yes
CUST-04777,Female,0,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.39,289.16,Yes
CUST-04778,Female,0,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,57.28,1094.89,Yes
CUST-04779,Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),90.76,447.44,No
CUST-04780,Female,0,No,Yes,46,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,97.73,4402.91,No
CUST-04781,Male,0,No,No,48,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),80.87,3795.83,No
CUST-04782,Female,0,No,Yes,53,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,57.74,3283.96,No
CUST-04783,Female,0,Yes,No,31,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,44.82,1367.55,No
CUST-04784,Female,0,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),67.82,1813.38,No
CUST-04785,Male,1,No,No,12,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),52.88,660.17,Yes
CUST-04786,Male,0,Yes,No,36,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.09,3230.36,Yes
CUST-04787,Female,0,Yes,No,22,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),90.01,1945.99,No
CUST-04788,Male,0,No,No,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),71.52,4704.74,No
CUST-04789,Female,1,Yes,Yes,68,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,99.38,6960.3,No
CUST-04790,Male,1,No,No,60,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,30.61,1892.09,No
CUST-04791,Male,0,Yes,No,17,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),107.32,1769.39,No
CUST-04792,Male,0,No,No,17,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),30.96,476.32,No
CUST-04793,Female,0,No,Yes,55,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,86.97,4954.13,No
CUST-04794,Male,1,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),58.53,2438.49,Yes
CUST-04795,Male,1,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,63.12,2399.0,No
CUST-04796,Female,1,Yes,Yes,12,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,111.19,1362.7,No
CUST-04797,Female,0,Yes,Yes,53,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),71.76,4093.85,Yes
CUST-04798,Female,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,33.99,1049.63,No
CUST-04799,Female,1,No,No,22,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),89.46,2111.47,Yes
CUST-04800,Male,0,No,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),106.6,6469.67,No
CUST-04801,Male,0,No,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),111.22,2299.58,Yes
CUST-04802,Male,0,Yes,No,36,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.67,2065.9,Yes
CUST-04803,Male,1,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,99.98,2325.41,No
CUST-04804,Male,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,91.6,2650.72,No
CUST-04805,Female,0,No,No,2,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,108.51,228.13,No
CUST-04806,Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,92.86,2302.73,No
CUST-04807,Male,0,Yes,No,29,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,103.4,2845.16,No
CUST-04808,Male,0,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,60.11,1649.65,No
CUST-04809,Female,0,Yes,No,54,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),66.97,3314.9,Yes
CUST-04810,Female,0,No,No,14,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,39.05,523.56,No
CUST-04811,Male,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,83.31,5032.36,Yes
CUST-04812,Female,1,Yes,Yes,20,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,29.88,608.87,Yes
CUST-04813,Female,0,No,No,40,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,46.15,2022.01,No
CUST-04814,Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),90.31,381.43,Yes
CUST-04815,Female,1,No,No,9,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),109.18,939.05,No
CUST-04816,Female,0,No,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),98.71,4505.52,Yes
CUST-04817,Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),75.84,83.19,Yes
CUST-04818,Female,0,No,Yes,68,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),111.91,7895.89,No
CUST-04819,Male,0,Yes,No,9,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Electronic check,82.22,711.54,No
CUST-04820,Male,0,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),39.83,2255.93,No
CUST-04821,Female,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,61.69,1616.5,No
CUST-04822,Male,0,No,Yes,30,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,105.42,3116.08,Yes
CUST-04823,Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),111.2,452.67,No
