customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,avg_monthly_charge,charge_tenure_ratio,customer_lifetime_value,engagement_score,service_utilization_score,contract_risk_score,loyalty_score,churn_risk_index,tenure_group,is_new_customer,has_autopay,has_fiber
CUST-05010,Male,0,Yes,No,4,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,31.87,132.59,Yes,33.15,0.961,127.48,44.4,50.0,1.0,11.1,55.0,0-6,0,0,1
CUST-05011,Male,1,Yes,No,53,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.95,4591.97,No,86.64,1.038,4767.35,33.3,35.7,1.0,36.1,25.0,48+,0,0,0
CUST-05012,Female,0,No,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),34.53,1906.86,No,32.88,1.05,2002.74,22.2,14.3,0.1,72.7,25.0,48+,0,1,0
CUST-05013,Female,0,No,No,7,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),61.77,405.88,No,57.98,1.065,432.39,55.6,64.3,1.0,15.0,55.0,6-12,0,1,1
CUST-05014,Male,0,Yes,No,14,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,109.94,1649.62,Yes,117.83,0.933,1539.16,44.4,50.0,1.0,16.7,45.0,12-24,0,0,1
CUST-05015,Male,0,No,No,12,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,34.29,434.29,No,36.19,0.947,411.48,55.6,57.1,0.3,45.8,0.0,6-12,0,0,1
CUST-05016,Male,0,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,88.94,5654.82,No,88.36,1.007,5692.16,22.2,14.3,0.1,76.0,25.0,48+,0,0,0
CUST-05017,Male,1,No,Yes,9,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,82.82,802.89,No,89.21,0.928,745.38,55.6,57.1,0.1,52.1,30.0,6-12,0,0,0
CUST-05018,Male,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),91.38,802.13,No,100.27,0.911,731.04,55.6,57.1,1.0,15.6,55.0,6-12,0,1,1
CUST-05019,Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),109.41,808.42,Yes,101.05,1.083,875.28,11.1,7.1,1.0,6.7,100.0,6-12,0,1,0
CUST-05020,Female,0,Yes,No,43,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),99.37,4119.81,No,95.81,1.037,4272.91,77.8,78.6,0.3,67.4,20.0,24-48,0,1,0
CUST-05021,Male,1,Yes,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,72.95,4537.54,Yes,78.23,0.933,4231.1,22.2,14.3,1.0,36.7,50.0,48+,0,0,0
CUST-05022,Male,0,No,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,39.01,764.87,No,40.26,0.969,741.19,22.2,14.3,1.0,15.0,50.0,12-24,0,0,0
CUST-05023,Female,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.29,203.73,No,33.96,0.98,199.74,22.2,14.3,1.0,7.8,80.0,0-6,0,1,0
CUST-05024,Male,0,Yes,Yes,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.64,772.18,Yes,24.91,0.989,763.84,0.0,0.0,1.0,17.2,50.0,24-48,0,0,0
CUST-05025,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),67.16,599.96,No,66.66,1.008,604.44,66.7,64.3,0.1,54.3,30.0,6-12,0,1,1
CUST-05026,Male,1,Yes,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),105.57,331.27,No,110.42,0.956,316.71,33.3,35.7,0.1,44.3,50.0,0-6,1,1,1
CUST-05027,Male,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,40.07,2112.38,Yes,36.42,1.1,2324.06,22.2,14.3,1.0,36.7,50.0,48+,0,0,0
CUST-05028,Male,0,No,No,56,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),109.02,6200.71,No,110.73,0.985,6105.12,66.7,71.4,0.3,72.5,20.0,48+,0,1,0
CUST-05029,Female,0,No,Yes,69,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,33.76,2395.39,No,34.72,0.972,2329.44,55.6,57.1,0.3,77.5,0.0,48+,0,0,1
CUST-05030,Male,0,No,No,24,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,107.65,2514.36,No,104.76,1.028,2583.6,33.3,42.9,0.1,56.0,20.0,12-24,0,0,0
CUST-05031,Male,0,No,Yes,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,88.3,1147.39,Yes,88.26,1.0,1147.9,33.3,35.7,1.0,13.9,25.0,12-24,0,0,1
CUST-05032,Male,0,No,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),44.95,1929.44,No,41.94,1.072,2067.7,22.2,14.3,1.0,30.0,50.0,24-48,0,1,0
CUST-05033,Female,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,116.69,990.25,No,123.78,0.943,933.52,55.6,57.1,0.1,51.6,50.0,6-12,0,0,1
CUST-05034,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,62.83,699.33,No,63.58,0.988,691.13,11.1,7.1,1.0,8.3,80.0,6-12,0,0,0
CUST-05035,Female,1,Yes,No,11,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,36.49,405.75,Yes,36.89,0.989,401.39,55.6,57.1,0.1,53.2,30.0,6-12,0,0,1
CUST-05036,Female,0,Yes,Yes,66,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,87.11,6210.99,No,94.11,0.926,5749.26,55.6,57.1,1.0,47.8,25.0,48+,0,0,1
CUST-05037,Male,1,No,No,43,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,34.77,1475.58,Yes,34.32,1.013,1495.11,44.4,50.0,1.0,32.8,25.0,24-48,0,0,1
CUST-05038,Female,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,107.76,644.59,No,107.43,1.003,646.56,22.2,14.3,0.1,43.8,75.0,0-6,0,0,0
CUST-05039,Male,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,111.04,441.25,No,110.31,1.007,444.16,11.1,7.1,0.3,32.4,75.0,0-6,0,0,0
CUST-05040,Male,0,No,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.39,1301.97,No,24.11,1.053,1371.06,22.2,14.3,0.1,70.4,25.0,48+,0,0,0
CUST-05041,Female,0,No,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),66.55,3094.28,No,63.15,1.054,3260.95,22.2,14.3,1.0,31.7,50.0,48+,0,1,0
CUST-05042,Female,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.68,985.57,Yes,25.94,0.951,937.84,11.1,7.1,1.0,23.3,50.0,24-48,0,0,0
CUST-05043,Female,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),55.5,458.25,No,50.92,1.09,499.5,11.1,7.1,1.0,7.2,80.0,6-12,0,1,0
CUST-05044,Female,0,No,No,24,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),89.4,2259.28,No,94.14,0.95,2145.6,55.6,64.3,0.1,60.5,0.0,12-24,0,1,0
CUST-05045,Female,1,No,No,33,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,55.15,1805.5,No,54.71,1.008,1819.95,55.6,57.1,1.0,29.5,25.0,24-48,0,0,0
CUST-05046,Male,0,No,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),111.9,6476.99,No,101.2,1.106,7161.6,11.1,7.1,0.3,65.8,45.0,48+,0,1,0
CUST-05047,Female,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),41.78,315.2,Yes,39.4,1.06,334.24,66.7,71.4,1.0,17.8,55.0,6-12,0,1,1
CUST-05048,Female,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,36.38,1012.83,No,38.96,0.934,945.88,11.1,7.1,0.3,44.7,25.0,24-48,0,0,0
CUST-05049,Female,0,Yes,Yes,7,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,83.9,624.5,No,89.21,0.94,587.3,77.8,78.6,1.0,19.4,55.0,6-12,0,0,1
CUST-05050,Male,0,No,No,22,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),110.21,2192.85,Yes,99.68,1.106,2424.62,44.4,42.9,1.0,21.1,45.0,12-24,0,1,0
CUST-05051,Female,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.3475,188.83,No,20.98,0.922,174.13,22.2,14.3,0.3,37.4,55.0,6-12,0,1,0
CUST-05052,Male,0,Yes,No,53,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,99.61,4918.46,Yes,92.8,1.073,5279.33,55.6,57.1,0.3,68.6,20.0,48+,0,0,1
CUST-05053,Female,0,No,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,71.49,838.46,Yes,76.22,0.938,786.39,55.6,50.0,0.3,45.2,30.0,6-12,0,0,1
CUST-05054,Female,0,No,No,20,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),25.2,540.49,No,27.02,0.933,504.0,44.4,50.0,0.1,56.0,0.0,12-24,0,1,1
CUST-05055,Male,0,No,Yes,20,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.73,1750.09,No,87.5,0.968,1694.6,44.4,42.9,1.0,20.0,25.0,12-24,0,0,1
CUST-05056,Female,0,Yes,No,56,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,60.47,3289.75,Yes,58.75,1.029,3386.32,33.3,42.9,1.0,37.8,25.0,48+,0,0,1
CUST-05057,Male,0,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,60.54,2675.59,No,59.46,1.018,2724.3,22.2,14.3,0.3,57.4,25.0,24-48,0,0,0
CUST-05058,Male,1,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.11,82.55,Yes,27.52,0.985,81.33,11.1,7.1,0.3,31.9,55.0,0-6,1,0,0
CUST-05059,Male,1,No,Yes,3,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Mailed check,86.89,278.92,No,92.97,0.935,260.67,55.6,57.1,0.1,48.8,30.0,0-6,1,0,0
CUST-05060,Female,0,Yes,Yes,29,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,29.19,919.83,No,31.72,0.92,846.51,11.1,21.4,1.0,18.3,50.0,24-48,0,0,0
CUST-05061,Female,0,No,Yes,21,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,66.99,1539.96,Yes,73.33,0.914,1406.79,55.6,50.0,0.3,50.8,0.0,12-24,0,0,0
CUST-05062,Female,1,No,Yes,12,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),101.75,1144.13,No,95.34,1.067,1221.0,22.2,35.7,1.0,11.1,70.0,6-12,0,1,1
CUST-05063,Male,1,Yes,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),93.09,4550.04,No,94.79,0.982,4468.32,22.2,14.3,1.0,31.1,50.0,24-48,0,1,0
CUST-05064,Female,0,Yes,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),39.33,212.4,Yes,35.4,1.111,235.98,44.4,42.9,1.0,12.2,55.0,0-6,0,1,1
CUST-05065,Male,0,No,No,69,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),100.72,7235.51,Yes,104.86,0.961,6949.68,44.4,50.0,0.3,75.2,20.0,48+,0,1,0
CUST-05066,Female,1,No,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),106.81,227.87,Yes,113.94,0.937,213.62,22.2,14.3,1.0,5.6,100.0,0-6,1,1,0
CUST-05067,Male,0,No,No,5,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.61,419.58,Yes,83.92,1.104,463.05,44.4,50.0,1.0,11.7,55.0,0-6,0,1,0
CUST-05068,Male,0,Yes,Yes,14,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,117.73,1636.21,Yes,116.87,1.007,1648.22,44.4,42.9,1.0,16.7,45.0,12-24,0,0,0
CUST-05069,Male,1,Yes,No,26,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,26.0,611.78,No,23.53,1.105,676.0,33.3,42.9,1.0,21.1,25.0,24-48,0,0,0
CUST-05070,Female,0,No,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.67,280.05,Yes,28.01,0.916,256.7,22.2,14.3,1.0,10.0,80.0,6-12,0,1,0
CUST-05071,Male,1,No,Yes,43,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,81.27,3176.85,No,73.88,1.1,3494.61,55.6,64.3,0.1,71.0,0.0,24-48,0,0,0
CUST-05072,Male,0,Yes,No,17,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),51.35,956.2,No,56.25,0.913,872.95,44.4,42.9,0.3,46.3,0.0,12-24,0,1,0
CUST-05073,Male,1,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),62.4,129.37,No,64.68,0.965,124.8,22.2,14.3,0.3,33.6,55.0,0-6,1,1,0
CUST-05074,Male,0,No,No,57,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),92.18,5287.13,No,92.76,0.994,5254.26,77.8,78.6,0.1,83.2,0.0,48+,0,1,0
CUST-05075,Male,1,Yes,No,65,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,109.14,6641.12,No,102.17,1.068,7094.1,55.6,64.3,1.0,47.2,45.0,48+,0,0,1
CUST-05076,Male,0,No,No,34,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,42.17,1462.42,Yes,43.01,0.98,1433.78,44.4,50.0,1.0,27.8,25.0,24-48,0,0,0
CUST-05077,Female,0,Yes,No,50,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),35.95,1959.39,No,39.19,0.917,1797.5,55.6,57.1,1.0,38.9,25.0,48+,0,1,1
CUST-05078,Female,0,No,No,6,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,93.73,588.12,Yes,98.02,0.956,562.38,33.3,35.7,0.1,46.0,50.0,0-6,0,0,0
CUST-05079,Male,0,No,Yes,12,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Mailed check,103.61,1263.68,No,105.31,0.984,1243.32,44.4,57.1,0.1,51.5,20.0,6-12,0,0,1
CUST-05080,Female,0,Yes,Yes,15,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,96.03,1460.22,No,97.35,0.986,1440.45,55.6,57.1,1.0,19.5,45.0,12-24,0,0,1
CUST-05081,Female,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.1,2162.01,No,32.27,0.964,2083.7,22.2,14.3,1.0,41.7,50.0,48+,0,1,0
CUST-05082,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,94.54,2676.04,Yes,102.92,0.919,2458.04,44.4,42.9,0.3,51.3,20.0,24-48,0,0,1
CUST-05083,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,62.34,66.04,No,66.04,0.944,62.34,11.1,7.1,0.3,30.8,55.0,0-6,1,0,0
CUST-05084,Male,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,79.47,1530.4,No,85.02,0.935,1430.46,44.4,42.9,0.1,54.9,0.0,12-24,0,0,1
CUST-05085,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,58.68,63.87,Yes,63.87,0.919,58.68,55.6,50.0,1.0,11.7,55.0,0-6,1,0,1
CUST-05086,Male,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.6,209.75,No,19.07,1.028,215.6,22.2,14.3,0.1,46.6,55.0,6-12,0,1,0
CUST-05087,Female,0,No,No,23,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,117.73,2600.4,No,113.06,1.041,2707.79,44.4,42.9,0.1,57.7,20.0,12-24,0,0,0
CUST-05088,Male,0,No,No,15,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,35.92,592.52,Yes,39.5,0.909,538.8,44.4,42.9,1.0,17.2,25.0,12-24,0,0,0
CUST-05089,Female,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,85.92,155.35,Yes,77.68,1.106,171.84,88.9,92.9,1.0,18.9,55.0,0-6,1,0,1
CUST-05090,Male,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,40.52,184.95,No,36.99,1.095,202.6,77.8,71.4,0.3,46.3,30.0,0-6,0,0,1
CUST-05091,Male,0,No,No,29,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,21.98,639.54,No,22.05,0.997,637.42,55.6,50.0,0.3,55.2,0.0,24-48,0,0,1
CUST-05092,Female,1,Yes,No,40,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,117.63,4239.5,Yes,105.99,1.11,4705.2,44.4,42.9,1.0,31.1,45.0,24-48,0,0,1
CUST-05093,Female,0,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.3475,357.1,No,17.86,1.083,386.95,11.1,7.1,0.1,49.3,25.0,12-24,0,0,0
CUST-05094,Female,0,No,No,43,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),80.32,3394.37,Yes,78.94,1.017,3453.76,33.3,42.9,0.3,58.5,0.0,24-48,0,1,0
CUST-05095,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,92.61,678.05,No,96.86,0.956,648.27,44.4,42.9,1.0,12.8,55.0,6-12,0,0,1
CUST-05096,Female,0,No,No,6,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),75.1,479.7,No,79.95,0.939,450.6,55.6,57.1,0.3,42.5,30.0,0-6,0,1,0
CUST-05097,Female,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,95.49,4889.07,Yes,92.25,1.035,5060.97,11.1,7.1,1.0,31.7,70.0,48+,0,0,0
CUST-05098,Male,0,No,No,16,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,35.4,516.24,Yes,32.26,1.097,566.4,77.8,71.4,1.0,24.4,25.0,12-24,0,0,0
CUST-05099,Female,0,Yes,No,21,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),20.64,432.49,No,20.59,1.002,433.44,77.8,71.4,0.1,63.2,0.0,12-24,0,1,0
CUST-05100,Male,0,Yes,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),72.01,4460.28,No,67.58,1.066,4752.66,22.2,14.3,1.0,41.1,50.0,48+,0,1,0
CUST-05101,Male,0,Yes,No,21,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,61.86,1176.87,No,56.04,1.104,1299.06,33.3,35.7,0.1,54.3,0.0,12-24,0,0,1
CUST-05102,Female,1,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,95.32,91.08,Yes,91.08,1.047,95.32,11.1,7.1,1.0,2.8,100.0,0-6,1,0,0
CUST-05103,Male,0,Yes,No,64,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),24.36,1534.19,No,23.97,1.016,1559.04,44.4,42.9,1.0,44.4,25.0,48+,0,1,1
CUST-05104,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),23.64,55.605,Yes,55.6,0.425,23.64,33.3,35.7,1.0,7.2,55.0,0-6,1,1,1
CUST-05105,Female,0,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),52.01,1889.71,Yes,51.07,1.018,1924.37,11.1,7.1,1.0,22.8,50.0,24-48,0,1,0
CUST-05106,Male,0,Yes,Yes,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,97.72,1348.01,No,89.87,1.087,1465.8,0.0,0.0,1.0,8.3,70.0,12-24,0,0,0
CUST-05107,Male,1,No,Yes,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),65.36,1611.82,Yes,70.08,0.933,1503.28,44.4,42.9,0.3,49.7,0.0,12-24,0,1,1
CUST-05108,Female,0,Yes,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),97.34,2893.13,Yes,99.76,0.976,2822.86,22.2,14.3,1.0,20.6,70.0,24-48,0,1,0
CUST-05109,Female,0,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,82.49,1558.29,No,77.91,1.059,1649.8,22.2,14.3,0.3,43.6,25.0,12-24,0,0,0
CUST-05110,Male,1,No,No,47,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,61.36,2932.05,No,62.38,0.984,2883.92,55.6,64.3,1.0,37.2,25.0,24-48,0,0,1
CUST-05111,Male,0,No,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,102.15,6466.64,Yes,102.65,0.995,6435.45,22.2,14.3,1.0,39.4,70.0,48+,0,0,0
CUST-05112,Male,0,Yes,No,4,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,85.19,350.48,Yes,87.62,0.972,340.76,44.4,57.1,1.0,11.1,55.0,0-6,0,0,0
CUST-05113,Male,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),60.47,3074.19,Yes,62.74,0.964,2963.03,11.1,7.1,1.0,29.4,50.0,48+,0,1,0
CUST-05114,Female,0,Yes,No,6,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,29.47,181.9,Yes,30.32,0.972,176.82,33.3,35.7,1.0,10.0,55.0,0-6,0,0,0
CUST-05115,Female,0,No,No,4,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),55.06,200.51,No,50.13,1.098,220.24,33.3,42.9,0.1,44.9,30.0,0-6,0,1,0
CUST-05116,Female,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.16,1609.27,Yes,24.02,1.006,1618.72,22.2,14.3,1.0,41.7,50.0,48+,0,0,0
CUST-05117,Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,66.82,1768.43,Yes,70.74,0.945,1670.5,11.1,7.1,0.3,44.1,25.0,24-48,0,0,0
CUST-05118,Male,0,No,No,7,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,23.76,172.98,No,24.71,0.962,166.32,33.3,42.9,0.3,38.5,30.0,6-12,0,0,0
CUST-05119,Male,0,No,No,30,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),95.67,3040.66,No,101.36,0.944,2870.1,22.2,28.6,1.0,21.1,70.0,24-48,0,1,1
CUST-05120,Female,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),54.03,667.36,No,55.61,0.972,648.36,33.3,35.7,0.1,49.3,0.0,6-12,0,1,1
CUST-05121,Female,0,Yes,No,23,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),79.53,1902.23,Yes,82.71,0.962,1829.19,44.4,57.1,1.0,21.7,25.0,12-24,0,1,0
CUST-05122,Female,0,Yes,No,34,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,48.89,1732.88,No,50.97,0.959,1662.26,44.4,50.0,0.3,55.8,0.0,24-48,0,0,0
